着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id,horse_id,jockey_id,trainer_id,owner_id
2,4,4,ヘクトパスカル,牝3,54.0,幸英明,2:01.2,1.3/4,4.7,3.0,428(0),[西] 橋口慎介,202209010206,2019106048,00732,01154,266033
3,2,2,ヴァレプロフォンダ,牡3,56.0,和田竜二,2:01.2,クビ,54.1,7.0,496(0),[西] 杉山晴紀,202209010206,2019101866,01018,01157,003060
4,7,8,ディナースタ,牡3,56.0,岩田望来,2:01.3,1/2,8.1,4.0,462(-4),[西] 辻野泰之,202209010206,2019101507,01174,01183,854800
5,3,3,サンセットクラウド,牡3,56.0,坂井瑠星,2:01.4,1/2,17.5,6.0,446(0),[西] 矢作芳人,202209010206,2019100668,01163,01075,041002
6,5,5,クレエンシア,牝3,54.0,福永祐一,2:01.6,1,3.5,2.0,446(-6),[西] 斉藤崇史,202209010206,2019105192,01014,01151,486800
7,8,9,グロースザーゲ,牝3,54.0,藤懸貴志,2:01.9,1.3/4,144.5,9.0,406(+4),[西] 小林真也,202209010206,2019104880,01138,01185,042033
8,1,1,フォールロワ,牡3,56.0,団野大成,2:01.9,1/2,16.5,5.0,464(0),[西] 四位洋文,202209010206,2019106339,01180,01184,463031
9,8,10,リゾルテッツァ,牡3,56.0,斎藤新,2:02.4,3,80.7,8.0,490(+6),[西] 角田晃一,202209010206,2019104948,01178,01121,415800
10,7,7,ハタノラトゥール,牡3,56.0,酒井学,2:08.4,大,186.6,10.0,496(0),[西] 四位洋文,202209010206,2019101524,01034,01184,672800
1,7,7,カサデガ,牡4,56.0,岩田望来,1:55.6,,2.9,1.0,464(+8),[西] 寺島良,202209010207,2018105908,01174,01158,367033
2,4,4,ニホンピロクリフ,牡4,56.0,森裕太朗,1:55.8,1.1/4,24.1,6.0,478(-2),[西] 大橋勇樹,202209010207,2018104165,01165,01065,985001
3,6,6,フォルツァンド,牡4,56.0,和田竜二,1:55.8,ハナ,3.1,2.0,518(-4),[西] 高橋亮,202209010207,2018103024,01018,01136,045803
4,5,5,ワイドレッジャドロ,牡5,57.0,幸英明,1:56.0,1.1/2,5.4,4.0,516(+6),[西] 加用正,202209010207,2017106071,00732,00425,320030
5,1,1,レッドヴァイス,セ4,56.0,藤岡康太,1:56.6,4,3.5,3.0,504(-11),[西] 高橋義忠,202209010207,2018105564,01116,01129,180800
6,8,8,ヒルノエドワード,牡5,57.0,太宰啓介,1:56.9,1.1/2,18.7,5.0,486(-2),[西] 昆貢,202209010207,2017101322,01037,01044,823800
7,3,3,バンディエラ,牡6,57.0,木幡初也,1:57.1,1,174.2,8.0,524(-2),[東] 竹内正洋,202209010207,2016100825,01153,01152,353803
8,8,9,クリノアンビシャス,牡4,56.0,団野大成,1:57.3,1.1/4,32.7,7.0,492(+4),[西] 荒川義之,202209010207,2018100241,01180,01095,970006
9,2,2,アイファーチーター,牡4,56.0,藤井勘一,1:58.5,7,237.8,9.0,468(+2),[東] 的場均,202209010207,2018100099,05525,01063,119007
1,5,5,スタニングローズ,牝3,54.0,坂井瑠星,1:36.9,,1.7,1.0,476(+2),[西] 高野友和,202209010208,2019105565,01163,01117,226800
2,3,3,セイウンハーデス,牡3,56.0,幸英明,1:36.9,アタマ,8.3,4.0,472(0),[西] 橋口慎介,202209010208,2019102632,00732,01154,897009
3,6,6,スカイフォール,牡3,56.0,横山典弘,1:37.2,1.1/2,6.1,3.0,478(+10),[西] 昆貢,202209010208,2019105159,00660,01044,887800
4,4,4,レッドラマンシュ,牡3,56.0,池添謙一,1:37.2,クビ,17.4,6.0,470(0),[西] 庄野靖志,202209010208,2019103920,01032,01087,180800
5,1,1,タガノエスコート,牡3,56.0,和田竜二,1:37.2,アタマ,8.8,5.0,478(0),[西] 五十嵐忠,202209010208,2019100539,01018,00422,859002
6,2,2,パンドレア,牝3,54.0,福永祐一,1:37.6,2.1/2,4.5,2.0,436(-12),[西] 斉藤崇史,202209010208,2019104557,01014,01151,506800
1,7,14,タイセイグラシア,牝4,51.0,古川奈穂,1:13.0,,26.4,10.0,452(+4),[西] 矢作芳人,202209010209,2018100377,01190,01075,224007
2,2,4,メイショウミズモ,牝4,55.0,岩田望来,1:13.1,1/2,3.6,1.0,418(0),[西] 笹田和秀,202209010209,2018106002,01174,01104,523005
3,6,11,ジュランド,牝5,55.0,団野大成,1:13.2,クビ,9.6,4.0,416(0),[西] 渡辺薫彦,202209010209,2017101369,01180,01155,466800
4,4,7,レイワプリンセス,牝4,55.0,池添謙一,1:13.3,3/4,6.8,3.0,508(0),[西] 木原一良,202209010209,2018101296,01032,01033,646031
5,7,13,パルフェアンジュ,牝6,55.0,和田竜二,1:13.5,3/4,14.5,7.0,472(-2),[西] 飯田雄三,202209010209,2016100930,01018,01050,459800
6,2,3,キクノロージズ,牝7,55.0,高倉稜,1:13.6,1,4.9,2.0,492(+4),[西] 吉田直弘,202209010209,2015101804,01130,01101,372002
7,3,5,ルーアン,牝6,55.0,藤岡康太,1:13.7,クビ,10.1,5.0,498(-4),[西] 奥村豊,202209010209,2016103062,01116,01146,185031
8,8,15,メイショウワダマ,牝5,55.0,太宰啓介,1:13.8,1/2,30.3,11.0,456(0),[西] 浅見秀一,202209010209,2017106511,01037,00411,523005
9,4,8,カネトシディーバ,牝4,51.0,永島まな,1:13.8,ハナ,25.4,9.0,480(+10),[西] 高橋康之,202209010209,2018103117,01187,01135,939006
10,1,2,サイモンルピナス,牝4,55.0,坂井瑠星,1:13.8,アタマ,35.2,13.0,436(+4),[西] 羽月友彦,202209010209,2018106553,01163,01091,132030
11,5,9,シャルドネ,牝5,55.0,幸英明,1:14.1,2,20.7,8.0,458(-2),[西] 浜田多実,202209010209,2017100373,00732,01138,045803
12,8,16,フライングバレル,牝4,55.0,松田大作,1:14.4,1.1/2,33.6,12.0,474(+4),[西] 安田隆行,202209010209,2018102586,01030,00438,170800
13,6,12,メイショウアゴニカ,牝5,55.0,斎藤新,1:14.5,3/4,39.7,14.0,506(+6),[西] 河内洋,202209010209,2017105795,01178,01072,523005
14,5,10,スエヒロヴァン,牝4,55.0,秋山真一,1:14.5,ハナ,50.6,15.0,454(-2),[西] 藤沢則雄,202209010209,2018101586,01019,01041,981800
15,1,1,タガノマーチ,牝4,55.0,城戸義政,1:14.6,クビ,53.7,16.0,436(0),[西] 荒川義之,202209010209,2018101957,01147,01095,859002
16,3,6,メイショウカササギ,牝6,55.0,鮫島克駿,1:17.6,大,12.9,6.0,486(+4),[西] 木原一良,202209010209,2016101880,01157,01033,523005
1,4,5,アルーブルト,牡4,56.0,幸英明,1:52.8,,2.2,1.0,478(+2),[西] 畑端省吾,202209010210,2018100763,00732,01188,013803
2,5,7,ラヴネヴァーエンズ,牡5,57.0,横山典弘,1:53.1,1.3/4,8.6,3.0,530(+12),[西] 安田翔伍,202209010210,2017106560,00660,01164,003060
3,8,13,カシノブレンド,セ6,57.0,藤井勘一,1:53.1,アタマ,31.7,8.0,456(-4),[東] 蛯名利弘,202209010210,2016100297,05525,01131,514009
4,6,8,レプンカムイ,牡4,56.0,鮫島克駿,1:53.2,1/2,2.7,2.0,480(+2),[西] 橋口慎介,202209010210,2018109080,01157,01154,245030
5,4,4,ソルトイブキ,牡6,57.0,和田竜二,1:53.4,1.1/2,59.2,10.0,492(+2),[西] 木原一良,202209010210,2016106126,01018,01033,781033
6,2,2,スズカデレヤ,牡5,57.0,秋山真一,1:53.7,1.1/2,11.1,4.0,522(-4),[西] 大橋勇樹,202209010210,2017106230,01019,01065,382004
7,7,11,ヴァーダイト,牡5,57.0,福永祐一,1:53.7,クビ,19.6,6.0,504(+20),[西] 音無秀孝,202209010210,2017105293,01014,01002,486800
8,6,9,メイショウササユリ,牝8,55.0,国分恭介,1:53.8,1/2,152.1,12.0,498(-12),[西] 松永幹夫,202209010210,2014103584,01124,01092,523005
9,3,3,ベルゼール,牝4,54.0,団野大成,1:54.0,3/4,27.7,7.0,454(0),[西] 平田修,202209010210,2018105202,01180,01082,506800
10,5,6,スズカパンサー,牡5,57.0,小崎綾也,1:54.2,1.1/4,57.1,9.0,468(-6),[西] 西村真幸,202209010210,2017106365,01152,01148,382004
11,7,10,ヴィーヴァバッカス,牡7,57.0,斎藤新,1:54.4,1.1/4,141.2,11.0,480(+6),[東] 田中清隆,202209010210,2015102764,01178,00408,683002
12,1,1,ホッコーハナミチ,牡4,56.0,池添謙一,1:54.8,2.1/2,14.3,5.0,488(+6),[西] 長谷川浩,202209010210,2018100220,01032,01173,057803
13,8,12,シホノフォルテ,セ6,57.0,松田大作,1:56.4,10,189.7,13.0,506(+4),[西] 杉山佳明,202209010210,2016104219,01030,01178,262033
1,7,11,アフリカンゴールド,セ7,56.0,国分恭介,2:11.9,,51.5,12.0,468(0),[西] 西園正都,202209010211,2015101654,01124,01028,003060
2,1,1,タガノディアマンテ,牡6,56.0,幸英明,2:12.1,1.1/4,22.7,8.0,484(+4),[西] 鮫島一歩,202209010211,2016100527,00732,01046,859002
3,4,5,サンレイポケット,牡7,56.0,鮫島克駿,2:12.2,クビ,8.3,6.0,486(+12),[西] 高橋義忠,202209010211,2015102735,01157,01129,382004
4,6,9,ジェラルディーナ,牝4,53.0,福永祐一,2:12.2,アタマ,7.5,4.0,454(+6),[西] 斉藤崇史,202209010211,2018105081,01014,01151,226800
5,5,6,ユーバーレーベン,牝4,54.0,Ｍ．デム,2:12.3,1/2,3.1,1.0,466(-6),[東] 手塚貴久,202209010211,2018102167,05212,01038,546800
6,4,4,レッドガラン,牡7,56.0,斎藤新,2:12.3,クビ,6.9,3.0,524(+4),[西] 安田隆行,202209010211,2015104417,01178,00438,180800
7,3,3,エヒト,牡5,56.0,松田大作,2:12.3,ハナ,48.6,11.0,464(-2),[西] 森秀行,202209010211,2017100464,01030,00427,686006
8,2,2,マリアエレーナ,牝4,53.0,坂井瑠星,2:12.4,1/2,7.6,5.0,424(+2),[西] 吉田直弘,202209010211,2018100927,01163,01101,708800
9,6,8,ラーゴム,牡4,55.0,池添謙一,2:12.8,2.1/2,13.0,7.0,528(+12),[西] 斉藤崇史,202209010211,2018105060,01032,01151,675030
10,5,7,ダノンマジェスティ,牡7,56.0,和田竜二,2:13.2,2.1/2,78.7,13.0,492(0),[西] 音無秀孝,202209010211,2015104909,01018,01002,619800
11,8,12,マカヒキ,牡9,57.0,岩田望来,2:13.3,3/4,24.3,9.0,512(+4),[西] 友道康夫,202209010211,2013105788,01174,01061,708800
12,8,13,ディアマンミノル,牡5,56.0,横山典弘,2:13.5,1.1/4,31.1,10.0,468(-6),[西] 本田優,202209010211,2017103174,00660,01099,265008
13,7,10,レッドジェネシス,牡4,56.0,藤岡康太,2:13.8,1.3/4,6.1,2.0,502(+8),[西] 友道康夫,202209010211,2018105343,01116,01061,180800
1,6,11,ワンダーイチョウ,牡4,57.0,長岡禎仁,1:24.7,,5.3,2.0,488(-2),[西] 杉山晴紀,202209010212,2018103160,01142,01157,184033
2,7,13,グレートバニヤン,牡6,57.0,幸英明,1:25.1,2.1/2,68.9,12.0,554(-4),[西] 牧田和弥,202209010212,2016100805,00732,01123,486800
3,2,3,ローウェル,セ4,57.0,鮫島克駿,1:25.2,1/2,7.8,6.0,542(0),[西] 斉藤崇史,202209010212,2018105470,01157,01151,506800
4,6,12,ラインオブフェイト,牝4,55.0,坂井瑠星,1:25.2,クビ,62.1,10.0,462(-4),[東] 田島俊明,202209010212,2018100173,01163,01112,188800
5,2,4,ラフリッグフェル,牝5,51.0,古川奈穂,1:25.3,クビ,43.3,9.0,436(-6),[西] 寺島良,202209010212,2017104659,01190,01158,415800
6,5,10,マーチリリー,牝4,55.0,団野大成,1:25.3,クビ,24.1,8.0,490(0),[西] 牧浦充徳,202209010212,2018106285,01180,01113,077031
7,5,9,ジョウショーモード,牡4,57.0,高倉稜,1:25.4,3/4,95.9,13.0,502(-2),[西] 服部利之,202209010212,2018101657,01130,01040,380008
8,8,15,スエーニョブランコ,牝5,55.0,藤岡康太,1:25.7,1.3/4,9.8,7.0,498(-8),[西] 上村洋行,202209010212,2017100047,01116,01168,491030
9,3,6,メイショウオーギシ,牡5,57.0,秋山真一,1:25.8,クビ,6.4,4.0,494(+4),[西] 飯田祐史,202209010212,2017105807,01019,01139,523005
10,8,16,ユースフルラヴ,牝5,55.0,酒井学,1:25.9,3/4,147.7,15.0,440(-2),[東] 田中博康,202209010212,2017105050,01034,01162,231033
11,3,5,スラッシュメタル,セ7,57.0,斎藤新,1:26.3,2.1/2,99.8,14.0,452(-8),[西] 小林真也,202209010212,2015104860,01178,01185,790005
12,1,2,バーンパッション,牡5,57.0,池添謙一,1:26.3,アタマ,63.9,11.0,486(-6),[東] 中川公成,202209010212,2017104128,01032,01081,851009
13,4,8,イルデレーヴ,牡4,57.0,岩田望来,1:26.6,2,6.9,5.0,486(+4),[西] 池添学,202209010212,2018105151,01174,01144,506800
14,1,1,キタノエクスプレス,牡4,57.0,和田竜二,1:27.1,2.1/2,4.4,1.0,502(-10),[西] 坂口智康,202209010212,2018102281,01018,01170,163002
15,7,14,クリノレオノール,牝8,55.0,森裕太朗,1:28.0,5,285.9,16.0,478(-4),[東] 天間昭一,202209010212,2014102329,01165,01090,970006
16,4,7,インフィナイト,牝4,55.0,福永祐一,1:30.2,大,5.9,3.0,506(+12),[西] 音無秀孝,202209010212,2018105306,01014,01002,226800
1,4,6,レガーミ,牝3,54.0,富田暁,1:48.2,,4.8,2.0,494(0),[西] 木原一良,202210020201,2019103813,01168,01033,463800
2,1,1,ウインメイフラワー,牝3,54.0,丹内祐次,1:49.2,6,5.8,3.0,474(0),[西] 梅田智之,202210020201,2019101930,01091,01084,494800
3,8,13,ミティエラ,牝3,54.0,藤岡佑介,1:49.8,3.1/2,19.9,7.0,490(-2),[西] 上村洋行,202210020201,2019104477,01093,01168,231033
4,2,2,リアルファンタジア,牝3,54.0,西村淳也,1:50.1,1.3/4,19.8,6.0,456(+16),[西] 牧浦充徳,202210020201,2019105484,01171,01113,790005
5,8,14,バーニングヒート,牝3,54.0,横山和生,1:50.7,3.1/2,2.0,1.0,436(-2),[西] 安田翔伍,202210020201,2019104612,01140,01164,415800
6,6,9,アトラクティッド,牝3,51.0,原優介,1:50.9,1,247.7,12.0,436(0),[東] 伊藤伸一,202210020201,2019102895,01184,01031,851007
7,6,10,ダンツキタイ,牝3,51.0,西谷凜,1:51.0,クビ,6.2,4.0,484(-6),[西] 谷潔,202210020201,2019106750,01189,00431,248005
8,7,11,ワイドマティーニ,牝3,51.0,小林凌大,1:51.6,3.1/2,112.0,8.0,454(-4),[東] 武井亮,202210020201,2019106595,01177,01147,331007
9,5,7,カルミチャン,牝3,53.0,亀田温心,1:51.7,1,132.4,10.0,428(0),[西] 北出成人,202210020201,2019101845,01176,01078,959800
10,3,4,カナリコッタゲーム,牝3,53.0,秋山稔樹,1:51.9,1,180.3,11.0,424(-6),[東] 宗像義忠,202210020201,2019105657,01181,00420,960006
11,3,3,ジロローザ,牝3,51.0,松本大輝,1:52.0,1/2,294.0,14.0,444(-2),[西] 羽月友彦,202210020201,2019102829,01191,01091,851009
12,4,5,フジシラユキヒメ,牝3,51.0,角田大和,1:52.1,3/4,11.2,5.0,482(+2),[東] 尾形和幸,202210020201,2019107005,01186,01141,678800
13,5,8,タートザッヘ,牝3,52.0,藤田菜七,1:55.2,大,114.8,9.0,414(-4),[西] 五十嵐忠,202210020201,2019100799,01164,00422,546800
14,7,12,クエルチア,牝3,54.0,松若風馬,1:55.5,2,272.9,13.0,448(+2),[西] 角田晃一,202210020201,2019106337,01154,01121,994002
1,3,5,エスオーライアン,牡3,56.0,富田暁,1:09.9,,4.2,2.0,450(+2),[西] 木原一良,202210020202,2019103513,01168,01033,150031
2,8,16,ヤマニンサルバム,牡3,56.0,松若風馬,1:10.0,1/2,8.3,4.0,500(0),[西] 浅見秀一,202210020202,2019100596,01154,00411,329004
3,8,17,ピースキーパー,牝3,54.0,藤岡佑介,1:10.3,2,5.1,3.0,436(-2),[西] 奥村豊,202210020202,2019106028,01093,01146,348803
4,6,11,ゲンパチレオニダス,牡3,56.0,荻野極,1:10.4,1/2,3.0,1.0,484(+8),[西] 牧浦充徳,202210020202,2019103246,01160,01113,689002
5,7,14,メイショウアルル,牝3,51.0,角田大和,1:10.5,3/4,88.8,11.0,406(-2),[西] 笹田和秀,202210020202,2019104257,01186,01104,911008
6,7,15,ダグザ,セ3,56.0,横山和生,1:10.6,1/2,16.4,7.0,482(+2),[西] 安田隆行,202210020202,2019105279,01140,00438,486800
7,7,13,ニホンピロオーサー,セ3,56.0,小牧太,1:10.7,1/2,216.2,14.0,408(+8),[西] 服部利之,202210020202,2019106427,00894,01040,985001
8,8,18,グンター,牡3,56.0,菱田裕二,1:10.7,クビ,11.6,6.0,468(-2),[西] 池添兼雄,202210020202,2019102448,01144,01021,490006
9,6,12,キタサンユーダイ,牡3,56.0,吉田隼人,1:10.8,クビ,10.9,5.0,482(+6),[西] 清水久詞,202210020202,2019103293,01095,01110,373800
10,4,8,オーケークィーン,牝3,54.0,川須栄彦,1:10.8,クビ,34.5,9.0,446(-10),[西] 奥村豊,202210020202,2019106492,01128,01146,612030
11,5,10,メイショウコマヒメ,牝3,53.0,泉谷楓真,1:11.0,3/4,123.3,12.0,400(-6),[西] 南井克巳,202210020202,2019103918,01182,01049,523005
12,1,2,ヴァンクールシチー,牡3,56.0,菅原明良,1:11.1,1/2,27.5,8.0,426(+12),[東] 栗田徹,202210020202,2019105918,01179,01127,321800
13,2,3,ライヴトパーズ,牝3,54.0,丹内祐次,1:11.1,クビ,39.4,10.0,408(+4),[東] 牧光二,202210020202,2019103188,01091,01106,214033
14,4,7,アンドレア,牝3,54.0,川又賢治,1:11.7,3.1/2,249.6,15.0,442(-10),[西] 茶木太樹,202210020202,2019106222,01166,01181,884800
15,1,1,ナッシングマターズ,牡3,56.0,加藤祥太,1:11.7,クビ,457.8,17.0,482(0),[西] 杉山佳明,202210020202,2019101756,01156,01178,198031
16,5,9,マハロマヤ,牝3,51.0,松本大輝,1:11.8,クビ,199.9,13.0,426(-6),[東] 中野栄治,202210020202,2019100085,01191,01010,313008
17,3,6,インヘリテッドラヴ,牝3,54.0,原田和真,1:12.2,2.1/2,483.1,18.0,420(-10),[東] 和田雄二,202210020202,2019103056,01143,01143,851009
18,2,4,ステラグローリア,牡3,56.0,杉原誠人,1:12.4,1.1/4,387.5,16.0,454(+8),[東] 松山将樹,202210020202,2019105774,01135,01100,136007
1,8,8,パーティーベル,牡3,56.0,横山和生,1:48.3,,2.2,1.0,458(0),[西] 松永幹夫,202210020203,2019104853,01140,01092,008803
2,4,4,スリードゥラメンテ,牡3,55.0,泉谷楓真,1:49.6,8,11.7,5.0,462(-6),[西] 南井克巳,202210020203,2019104360,01182,01049,061800
3,2,2,クロスオブゴールド,牡3,53.0,角田大和,1:49.6,クビ,17.4,6.0,436(0),[西] 上村洋行,202210020203,2019101619,01186,01168,272008
4,6,6,フィリップスベア,牡3,53.0,松本大輝,1:49.6,ハナ,4.4,3.0,522(+4),[西] 新谷功一,202210020203,2019105378,01191,01172,138007
5,5,5,シャンダス,牡3,56.0,丹内祐次,1:50.1,3,9.0,4.0,480(-2),[東] 杉浦宏昭,202210020203,2019103512,01091,01008,537006
6,1,1,スクナ,牡3,56.0,菅原明良,1:50.5,2.1/2,3.6,2.0,462(-8),[東] 古賀史生,202210020203,2019105722,01179,00392,624007
7,3,3,スナークユウマ,牡3,56.0,富田暁,1:51.1,3.1/2,66.7,8.0,488(-4),[西] 川村禎彦,202210020203,2019103468,01168,01003,478030
8,7,7,ベルウッドメルシー,牡3,53.0,原優介,1:51.7,3.1/2,23.8,7.0,516(-14),[東] 辻哲英,202210020203,2019102417,01184,01182,137030
1,3,3,ゼノヴァース,牡5,60.0,五十嵐雄,3:12.6,,2.6,1.0,466(-4),[東] 藤沢和雄,202210020204,2017106553,01069,00386,046803
2,1,1,オメガエリタージュ,セ5,60.0,高田潤,3:14.0,8,31.0,8.0,440(-2),[西] 辻野泰之,202210020204,2017104706,01046,01183,008803
3,6,7,ハディア,牡5,60.0,伴啓太,3:14.5,3,4.6,3.0,472(0),[東] 粕谷昌央,202210020204,2017102164,01149,01096,102800
4,6,6,エールヴィオレ,牝5,58.0,白浜雄造,3:14.5,アタマ,25.8,7.0,456(-6),[西] 武英智,202210020204,2017104725,01035,01161,934033
5,8,10,ディープサドラーズ,セ6,60.0,草野太郎,3:14.7,1.1/4,147.0,10.0,450(+6),[東] 久保田貴,202210020204,2016105255,01113,01067,037803
6,8,11,レーヴドオルフェ,牡5,60.0,小野寺祐,3:14.8,3/4,11.6,5.0,520(+8),[東] 菊川正達,202210020204,2017102082,01123,01052,136007
7,7,9,トモノコテツ,牡7,60.0,難波剛健,3:15.3,2.1/2,94.1,9.0,488(+12),[西] 浜田多実,202210020204,2015100367,01066,01138,729008
8,5,5,ローレリスト,牡5,60.0,石神深一,3:15.4,1/2,3.7,2.0,474(+2),[東] 中川公成,202210020204,2017105394,01059,01081,281033
9,2,2,アプルーヴァル,牡7,60.0,北沢伸也,3:15.4,クビ,18.0,6.0,520(0),[西] 今野貞一,202210020204,2015104950,00691,01128,372006
10,7,8,クリノラピッド,牝4,57.0,蓑島靖典,3:17.0,10,147.1,11.0,450(-4),[東] 伊藤伸一,202210020204,2018106397,01068,01031,970006
中,4,4,マリスドランジュ,牝5,58.0,中村将之,,,6.4,4.0,452(0),[西] 宮本博,202210020204,2017101883,01101,01073,788800
1,8,10,エーデルブルーメ,牝3,54.0,横山和生,2:03.0,,2.8,1.0,466(-4),[西] 安田隆行,202210020205,2019105062,01140,00438,506800
2,7,8,メイショウブレゲ,牡3,55.0,泉谷楓真,2:03.4,2.1/2,4.6,3.0,464(+4),[西] 本田優,202210020205,2019104091,01182,01099,523005
3,6,6,レッドファーロ,牡3,56.0,藤岡佑介,2:03.9,3.1/2,5.9,4.0,510(0),[西] 松永幹夫,202210020205,2019104983,01093,01092,180800
4,6,7,グッドヴィンテージ,牡3,56.0,菱田裕二,2:04.0,クビ,3.5,2.0,492(-10),[西] 渡辺薫彦,202210020205,2019100154,01144,01155,011008
5,7,9,マイネルクリソーラ,牡3,56.0,丹内祐次,2:04.0,クビ,28.8,7.0,450(-2),[東] 中野栄治,202210020205,2019100792,01091,01010,546800
6,4,4,エンドウノハナ,牡3,53.0,角田大和,2:04.2,3/4,9.6,5.0,456(+8),[西] 四位洋文,202210020205,2019103888,01186,01184,775006
7,1,1,ララアンセストラル,牡3,56.0,浜中俊,2:04.5,2,21.6,6.0,468(0),[西] 松下武士,202210020205,2019102757,01115,01149,851800
8,5,5,カガギムレット,牡3,53.0,原優介,2:04.8,1.3/4,87.4,9.0,430(0),[東] 萱野浩二,202210020205,2019106460,01184,01024,700006
9,3,3,サンライズルーチェ,牡3,56.0,松若風馬,2:04.9,3/4,44.0,8.0,518(-2),[西] 河内洋,202210020205,2019106617,01154,01072,306008
10,2,2,カスターニャルーナ,牝3,54.0,富田暁,2:06.9,大,142.2,10.0,450(0),[西] 武英智,202210020205,2019104449,01168,01161,221007
11,8,11,クレスコキャニオン,セ3,56.0,柴山雄一,2:09.7,大,196.7,11.0,492(-4),[西] 藤沢則雄,202210020205,2019103639,05243,01041,143007
1,6,12,バトーデュシエル,牝5,55.0,横山和生,1:09.3,,2.7,1.0,484(0),[西] 安田翔伍,202210020206,2017105252,01140,01164,849030
